dataset_id_easy,relationType,source_id,cit,identifier,url,target_id,abstract,citation_reference,notes
110,,,n,,http://arcticdata.io/catalog/view/doi:10.18739/A2599Z20Q,doi:10.18739/A2599Z20Q,"This dataset was used to create a depth-age scale of the NEEM (North Greenland Eemian Ice Drilling) 2008 S3 firn core using annual layer counting of multiple seasonally-varying chemical parameters (McConnell et al., 2007). This depth-age scale was used to date the layers of other NEEM firn cores, in an effort to date the layers of interesting physical property and chemical impurities layers. The 2008 S3 chronology is consistent with the independently layer-counted 2011 S1 (Sigl et al., 2015) and D4 core chronologies (McConnell et al., 2007) at >10 volcanic tie points between 1750 and 2008. Mean 1850 to 2008, water-equivalent accumulation rates in the 2008 S3 and 2011 S1 cores were 202 and 206 kilograms per square meter per year (kg/m 2 /y) (0.220 and 0.224 meters ice eq. per annum (m/a)), respectively, suggesting relatively uniform net snowfall rates at NEEM. Estimated uncertainty in the 2008 S3 and 2011 S1 chronologies are <1 year, suggesting an estimated uncertainty in the 2009 S2 chronology used in this study of <2 years. This data set includes measurements of S (nanograms per gram (ng/g)), Sr (nanograms per gram (ng/g)), and Ca (nanograms per gram (ng/g)) concentrations by Year (A.D.) and depth from surface (m) from the NEEM 2008 S3 firn core.","c(""This dataset was used to create a depth-age scale of the NEEM (North Greenland Eemian Ice Drilling) 2008 S3 firn core using annual layer counting of multiple seasonally-varying chemical parameters (McConnell et al"", "" The 2008 S3 chronology is consistent with the independently layer-counted 2011 S1 (Sigl et al"", "", 2015) and D4 core chronologies (McConnell et al"")", 
111,,10.1088/1748-9326/ab2365,y,,http://arcticdata.io/catalog/view/doi:10.18739/A28911Q99,doi:10.18739/A28911Q99,"This data set is comprised of one image map and five (5) data files. The data files contain satellite Normalized Difference Vegetation Index (NDVI) data and climate data for northern West Siberia, 2000-2016, derived from standard gridded data products. Regional NDVI and climate time series from the study area are provided in the data archive. These data were statistically analyzed for trends and interannual variability and covariability in Miles et al. (2019) 'Varying climate response across the tundra, forest-tundra and boreal forest biomes in northern West Siberia', Environmental Research Letters 14, doi:10.1088/1748-9326/ab2364. This data set was produced in the National Science Foundation (NSF) project 'Collaborative Research: HIARC: Anthropogenic Heat Islands in the Arctic: Windows to the Future of the Regional Climates, Ecosystems, and Societies' (NSF grant ARC 1535845). The international HIARC project was performed within the Belmont Forum Collaboration Research Action (CRA) on 'Arctic Observing and Research for Sustainability', with funding from NSF, the Research Council of Norway, and the Russian Foundation for Basic Research.", These data were statistically analyzed for trends and interannual variability and covariability in Miles et al, 
113,,,n,,http://arcticdata.io/catalog/view/doi:10.18739/A2RX93D86,doi:10.18739/A2RX93D86,"The PIs propose to develop a new, high-resolution (annual to subdecadal) paleoclimate record (0 to ~2,000 y) from sediment cores taken in Arctic lagoonal settings adjacent to rivers emptying into the Beaufort Sea. This effort is a follow-up to an EAGER award that allowed collection of initial core material and a seismic dataset in Simpson Lagoon near the Colville River delta in August 2010. Initial results suggest that these sediment cores contain a valuable history of system response to climate change on the adjacent continent (e.g., river drainage basins) and terrestrial-marine linkages. All cores will be analyzed for stratigraphy (X-radiography), bulk organic and mineral content, granulometry, and geochronology (239,240Pu/137Cs). Detailed analysis for paleoclimate proxies will be carried out: the age-depth relationship for the deeper part of these cores will be determined using radiocarbon. Climate indicators that will be applied are organic biomarkers (lignin-phenols, cutins, plant pigments, and ä13C) and mineral tracers (major and trace element chemistry, stable isotopes, clay mineralogy, heavy mineral assemblages, granulometry, event-layer stratigraphy). The central hypothesis is that lagoonal settings within the Beaufort Sea contain high quality sediment records because they receive sediment input from larger rivers that drain the Brooks Range, that, if exploited, will dramatically improve our knowledge of high Arctic paleoclimate over the last two millenia. The PIs hypothesize three distinct sources: 1) rivers that drain the Brooks Range and the Arctic Coastal Plain (ACP), 2) storms that erode shoreline permafrosted ACP deposits and overwash barrier islands, and 3) marine primary production by phytoplankton, ice algae, and benthos. After an initial micro-scale examination of recent event layer (annual and storm deposits) mineral and POC succession, necessary to interpret paleoclimate-induced fluctuations in composition, they will examine the downcore record of temporal variations in layers, contrasting sites to decouple spatial changes in sources. Since the three source end-members have distinct mineral/POC composition, they believe that temporal variations will provide proxy information about climate changes that influence their flux magnitude including 1) landfast ice extent, 2) river sediment supply from the glaciated uplands, 3) permafrost thawing, 4) summer-fall storminess, and 5) coastal primary productivity. Noting the rapid changes that have occurred in the Arctic during the latter half of the 20th century, the federal interagency Study of Environmental Arctic Change (SEARCH) program has cited the need to determine to what extent recent and ongoing climate changes in the Arctic can be attributed to anthropogenic forcing. A successful project will contribute to answering that question."," Noting the rapid changes that have occurred in the Arctic during the latter half of the 20th century, the federal interagency Study of Environmental Arctic Change (SEARCH) program has cited the need to determine to what extent recent and ongoing climate changes in the Arctic can be attributed to anthropogenic forcing", 
114,,10.1029/2005GL022857,y,,http://arcticdata.io/catalog/view/doi:10.5065/D68K776H,doi:10.5065/D68K776H,"Investigators performed a stable isotope analysis of rain, snow, the Kolyma River, and a local stream near Cherskii, Siberia from 30 June 2002 through 27 April 2004. As part of the Russian-American Initiative on Shelf-land Environments (RAISE) program, this research was designed to quantify the impacts of disturbance on the seasonal cycle of atmospheric carbon dioxide and the discharge of carbon and nitrogen into the Arctic Ocean in forest and shrubby tundra regions. Monitoring the stable isotopic composition of water runoff from Arctic rivers provides a means to investigate integrated basin-scale changes. Investigators measured river water and precipitation 18O and D to partition the river flow into snow and rain components in the Kolyma River basin (Welp et al. 2005). Data are tab-delimited ASCII text files. A supplementary graph of the data is also provided in JPEG format.", Investigators measured river water and precipitation 18O and D to partition the river flow into snow and rain components in the Kolyma River basin (Welp et al, 
114,,10.1016/j.marchem.2019.03.010,y,,http://arcticdata.io/catalog/view/urn:uuid:b2cc697e-df92-441f-b075-a07533166732,urn:uuid:b2cc697e-df92-441f-b075-a07533166732,"Over 1,000 measurements of particulate nitrogen (PN) and particulate organic carbon (POC) concentrations (micromoles/L) and compositions (carbon:nitrogen ratios) in surface waters from northern Bering and Chukchi Seas during late summer-early fall open water periods over four different years (2012, 2015, 2016 and 2017).  Data sets collected using ships’ (USCGC Healy, NOAA RV Ronald H. Brown and UNOLS RV Sikuliaq) surface underway systems connected to a semi-automated filtration system (see Holser et al., 2011 and Goni et al., submitted). Distributions of particulate organic matter along Pacific Arctic Shelf compared to salinity and temperature measurements of same water sample to investigate relationships with water masses, season and locations.","c("" Brown and UNOLS RV Sikuliaq) surface underway systems connected to a semi-automated filtration system (see Holser et al"", "", 2011 and Goni et al"")",
115,,10.1016/j.marchem.2010.10.001,y,,http://arcticdata.io/catalog/view/urn:uuid:b2cc697e-df92-441f-b075-a07533166732,urn:uuid:b2cc697e-df92-441f-b075-a07533166732,"Over 1,000 measurements of particulate nitrogen (PN) and particulate organic carbon (POC) concentrations (micromoles/L) and compositions (carbon:nitrogen ratios) in surface waters from northern Bering and Chukchi Seas during late summer-early fall open water periods over four different years (2012, 2015, 2016 and 2017).  Data sets collected using ships’ (USCGC Healy, NOAA RV Ronald H. Brown and UNOLS RV Sikuliaq) surface underway systems connected to a semi-automated filtration system (see Holser et al., 2011 and Goni et al., submitted). Distributions of particulate organic matter along Pacific Arctic Shelf compared to salinity and temperature measurements of same water sample to investigate relationships with water masses, season and locations.","c("" Brown and UNOLS RV Sikuliaq) surface underway systems connected to a semi-automated filtration system (see Holser et al"", "", 2011 and Goni et al"")", 
116,,,n,,http://arcticdata.io/catalog/view/doi:10.18739/A2RJ48V6F,doi:10.18739/A2RJ48V6F,"This data set reports concentrations of several poly- and perfluorinated alkyl substances (PFASs) in 5 snow and meltwater samples from four locations in the Central Arctic. Samples were collected in late 2012 on cruise ARK-XXII/3 on the RV Polarstern. Snow has been suggested to be an effective scavenger of PFAS in the atmosphere 41 and an evidence for a primary source of PFAA to the Arctic via atmospheric oxidation of volatile precursors. More PFASs (C11 PFCA, FOSA, and EtFOSAA) were detected in melt pond water and snow samples when compared to those of water samples collected from the Arctic shelf and Ocean. Samples were collected from mostly first year ice, integrating PFAS deposition from up to one year. In the present investigation, the snow samples showed detectable concentrations of PFCAs (C6-C12), PFSAs (C8 and C10), MeFOSAA, EtFOSAA and FOSA (Figure 3). Concentrations were similar or greater to previously reported for the Devon ice cap (Young et al., 2007). Relatively high total PFAS concentration was observed in Station 5 - PS80/323 (1.60 ng/L; Station 1: 0.298 ng/L and Station 8: 0.368 ng/L). For all PFASs, there were stronger correlations between concentration and degree longitude, rather than degree latitude. Regressions versus longitude were significant (p&amp;lt;0.10) for PFHxA and PFNA, and at p&amp;lt; 0.20 for PFOA and PFOS. PFAS concentrations increased as samples were taken further east. This suggests that proximity to Eurasian continental emissions were more important than latitudinal fractionation.", Concentrations were similar or greater to previously reported for the Devon ice cap (Young et al, 
118,,,n,,http://arcticdata.io/catalog/view/doi:10.5065/D6HD7SS6,doi:10.5065/D6HD7SS6,"Exhaled breath was collected and analyzed for stable carbon isotopes at the University of Wyoming Stable Isotope Facility, and for respirometry exchange ratio following Whiteman et al. (2012; J. of Mammalogy 93:413-421). Information on bear IDs and dates of capture is not available because of the threatened species status of the subjects.","Exhaled breath was collected and analyzed for stable carbon isotopes at the University of Wyoming Stable Isotope Facility, and for respirometry exchange ratio following Whiteman et al", 
119,,,n,,http://arcticdata.io/catalog/view/doi:10.18739/A2JH3D29N,doi:10.18739/A2JH3D29N,"Assessment of lakes for their future potential to drain relied on the 2002/03 airborne Interferometric Synthetic Aperture Radar (IFSAR) Digital Surface Model (DSM) data for the western Arctic Coastal Plain in northern Alaska. Lakes were extracted from the IfSAR DSM using a slope derivative and manual correction (Jones et al., 2017). The vertical uncertainty for correctly detecting lake-based drainage gradients with the IfSAR DSM was defined by comparing surface elevation differences of several overlapping DSM tile edges. This comparison showed standard deviations of elevation between overlapping IfSAR tiles ranging from 0.0 to 0.6 meters (m). Thus, we chose a minimum height difference of 0.6 m to represent a detectable elevation gradient adjacent to a lake as being most likely to contribute to a rapid drainage event. This value is also in agreement with field verified estimates of the relative vertical accuracy (~0.5 m) of the DSM dataset  around Utqiaġvik (formerly Barrow) (Manley et al., 2005) and the stated vertical RMSE (~1.0 m) of the DSM data (Intermap, 2010). Development of the potential lake drainage dataset involved several processing steps. First, lakes were classified as potential future drainage candidates if the difference between the elevation of the lake surface and the lowest elevation within a 100 m buffer of the lake shoreline exceeded our chosen threshold of 0.6 m. Next, we selected lakes with a minimum size of 10 ha to match the historic lake drainage dataset. We further filtered the dataset by selecting lakes estimated to have low hydrological connectivity based on relations between lake contributing area as determined for specific surficial geology types and presented in Jones et al. (2017). This was added to the future projection workflow to isolate the lake population that likely responds to changes in surface area driven largely by geomorphic change as opposed to differences in surface hydrology. Lakes within a basin with low to no hydrologic connectivity that had an elevation change gradient between the lake surface and surrounding landscape are considered likely locations to assess for future drainage potential. Further, the greater the elevation difference, the greater the drainage potential. This dataset provided a first-order estimate of lakes classified as being prone to future drainage. We further refined our assessment of potential drainage lakes by identifying the location of the point with the lowest elevation within the 100 m buffer of the lake shoreline and manually interpreted lakes to have a high drainage potential based on the location of the likely drainage point to known lake drainage pathways using circa 2002 orthophotography or more recent high resolution satellite imagery available for the Western Coastal Arctic Plain (WACP). Lakes classified as having a high drainage potential typically had the likely drainage location associated with one or more of the following: (1) an adjacent lake, (2) the cutbank of a river, (3) the ocean, (4) were located in an area with dense ice-wedge networks, (5) appeared to coincide with a potentially headward eroding stream, or (6) were associated with thermokarst lake shoreline processes in the moderate to high ground ice content terrain. We also added information on potential lake drainage pathways to the high potential drainage dataset by manually interpreting the landform associated with the likely drainage site to draw comparisons with the historic lake drainage dataset.","c("" Lakes were extracted from the IfSAR DSM using a slope derivative and manual correction (Jones et al"", ""5 m) of the DSM dataset  around Utqiaġvik (formerly Barrow) (Manley et al"", "" We further filtered the dataset by selecting lakes estimated to have low hydrological connectivity based on relations between lake contributing area as determined for specific surficial geology types and presented in Jones et al"")", 
120,,10.1016/j.bios.2011.12.013,y,,http://arcticdata.io/catalog/view/doi:10.18739/A2WP7S,doi:10.18739/A2WP7S,"2011: Electrical current measurements from poised electrodes of microbial three-electrode systems from a young, medium, old, and ancient aged drained-thaw lake basins. At each basin there are duplicate measurements at shallow (7 cm), medium (10 cm), and deep (14 cm) depths below the soil surface. All current values are in micro-amperes. 2012: Electrical current measurements from poised electrodes of microbial three-electrode systems from three ice-wedge polygons within a medium aged drained-thaw lake basin. Within each polygon there are duplicate measurements at shallow (6 cm) and deep (10 cm) below the soil surface. All current values are in micro-amperes. See Friedman et al. (2012) Biosensors and Bioelectronics 32: 309 313.", See Friedman et al, 
121,,,n,,http://arcticdata.io/catalog/view/doi:10.18739/A2FX73Z4W,doi:10.18739/A2FX73Z4W,"Dissolved organic carbon (DOC) in the ocean is thousands of 14C years old, yet a portion of the DOC cycles on much shorter time scales (days to decades). We present 14C measurements of DOC in the Arctic Ocean and estimate that ≥8% of the DOC in the deep Eurasian Basin contains bomb 14C. While this is a limited data set, there appears to be selective loss of modern DOC in the surface and halocline waters of the open Beaufort Sea versus the Beaufort slope. At one of the Beaufort Sea stations, there is a linear relationship between DOC Δ14C values and previously measured total hydrolysable amino acid concentrations as reported by Shen et al. (2012), indicating that deep DOC contains small amounts of bioavailable DOC. The 14C data show that not all of the deep DOC is recalcitrant."," At one of the Beaufort Sea stations, there is a linear relationship between DOC Δ14C values and previously measured total hydrolysable amino acid concentrations as reported by Shen et al", 
122,,,n,,http://arcticdata.io/catalog/view/doi:10.18739/A2NP1WH8P,doi:10.18739/A2NP1WH8P,"References: HERZFELD, UTE C., BRIAN MCDONALD, MACIEJ STACHURA, ROBERT GRIFFIN HALE, PHILIPP CHEN and THOMAS TRANTOW, Bering Glacier Surge 2011: Analysis of Laser Altimeter Data, Annals of Glaciology, v. 54(63) (2013), pp. 158--170, doi:10.3189/2013AoG63A348 HERZFELD, UTE C., BRIAN MCDONALD and ALEXANDER WELTMAN, Bering Glacier and Bagley Ice Valley Surge 2011: Crevasse Classification as an Approach to Map Deformation Stages and Surge Progression, Annals of Glaciology, v. 54(63) (2013), pp. 279--286, doi:10/3189/2013AoG63A338"," 54(63) (2013), pp. 158--170, doi:10.3189/2013AoG63A348 HERZFELD, UTE C., BRIAN MCDONALD and ALEXANDER WELTMAN, Bering Glacier and Bagley Ice Valley Surge 2011: Crevasse Classification as an Approach to Map Deformation Stages and Surge Progression, Annals of Glaciology, v. 54(63) (2013), pp", 
123,,,n,,http://arcticdata.io/catalog/view/doi:10.18739/A2794Z,doi:10.18739/A2794Z,"The source areas characterized for Fe grain geochemistry are listed by number and name for the circum-Arctic Ocean coastal and shelf areas, as well as east and south Greenland, and west and northwest Iceland. One file lists all samples used in the source data set for the Arctic Ocean, Greenland, and Iceland along with the latitude and longitude as well as other information. The Fe grain geochemistry data file contains more than 39,000 Fe grain analyses used to match similar Fe grains (anhydrous Fe oxide minerals such as ilmenite, hematite, titanomahgnetite, magnetite, chromite, and varieties of these) that form in igneous and metamorphic terrains and are eroded and deposited in coastal environments. The process of matching similar Fe grains from marine ice-rafted deposits to individual Fe grains in the source data set is described in Darby et al., 2015, Journal of Sedimentary Research.", The process of matching similar Fe grains from marine ice-rafted deposits to individual Fe grains in the source data set is described in Darby et al, 
124,,10.3189/172756411795931516,y,,http://arcticdata.io/catalog/view/doi:10.18739/A2GW6R,doi:10.18739/A2GW6R,"As part of the Seasonal Ice Zone Observing Network (SIZONET) project monitoring the seasonal ice zone, studies were carried out tracking the evolution of albedo and melt pond coverage during the melt season. The data has enabled us to better understand how meltwater interacts with sea ice to control melt pond formation and evolution [Polashenski et al, 2011]. The series of datasets collected in Barrow, AK as part of that project are archived here. The datasets are each collected at a site selected to represent level first year sea ice. Measurements are collected either along a transect (typically 200m long), or over an area adjacent to the transect (typically 100m x 200m). Several data types, including albedo measurements, LiDAR surface measurements, snow/pond depths, and fractional surface coverage are included. Metadata describing each site, as well as describing the methods of data collection can be found on each site's page. 2008 - This site was set up in April 2008 and monitored from 5/28/08 to 6/17/08. The study included only transect measurements. 2009S - This site was set up in April 2009 and monitored from 5/21/09 to 6/25/09. The study area was 70m x 200m in size. 2009N - This site was set up in April 2009 and monitored from 5/19/09 to 6/25/09. The study area was 100m x 200m in size. 2010 - This site was set up in April 2010 and monitored. 2011 - This site was set up in April 2011 and monitored only briefly in early June."," The data has enabled us to better understand how meltwater interacts with sea ice to control melt pond formation and evolution [Polashenski et al, 2011]", 
125,,10.3189/172756411795931516,y,,http://arcticdata.io/catalog/view/doi:10.18739/A2G30J,doi:10.18739/A2G30J,"As part of the Seasonal Ice Zone Observing Network (SIZONet) project monitoring the seasonal ice zone, studies were carried out tracking the evolution of albedo and melt pond coverage during the melt season. The data have enabled a better understanding of how meltwater interacts with sea ice to control melt pond formation and evolution [Polashenski et al, 2011]. The series of datasets collected in Barrow, AK as part of that project are archived. The datasets are each collected at a site selected to represent level first year sea ice. Measurements are collected either along a transect (typically 200m long), or over an area adjacent to the transect (typically 100m x 200m). Several datatypes, including albedo measurements, light detection and ranging (LiDAR) surface measurements, snow/pond depths, and fractional surface coverage are included. Metadata describing each site, as well as describing the methods of data collection can be found on each site's page."," The data have enabled a better understanding of how meltwater interacts with sea ice to control melt pond formation and evolution [Polashenski et al, 2011]", 
126,,10.1175/2010EI315.1,y,,http://arcticdata.io/catalog/view/doi:10.18739/A2BS4Q,doi:10.18739/A2BS4Q,"Time series from 1982-2008 for analysis presented in Bhatt et al. 2010. The data text files are tab delimited and column names identify the variable and the Treshnikov region (See Figure 2 for reference). 1) file: Fig02.tiff Figure 2 from Bhatt et al. 2010 outlines the Treshnikov regions 50-km coastal and full tundra zones. 2) file: 50km_series.txt 50-km series contains time series of spring sea ice concentration, summer warmth index (SWI), MaxNDVI and TI-NDVI for various Treshnikov regions. 3) file: fulltundra_series.txt Full tundra time series of spring sea ice concentration (100km ocean region), SWI, MaxNDVI and TI-NDVI for various Treshnikov regions. REFERENCES Bhatt, U.S., D.A. Walker, M.K. Raynolds, J.C. Comiso, H.E. Epstein, G.Jia, R. Gens, J.E. Pinzon, C.J. Tucker, C.E. Tweedie, and P.J. Webber, 2010: Circumpolar Arctic tundra vegetation change is linked to sea-ice decline, Earth Interactions. August 2010, Vol. 14, No. 8: 1-20. doi: 10.1175/2010EI315.1.","c(""Time series from 1982-2008 for analysis presented in Bhatt et al"", ""tiff Figure 2 from Bhatt et al"")", 
127,,10.1175/2010EI315.1,y,,http://arcticdata.io/catalog/view/doi:10.18739/A2TS42,doi:10.18739/A2TS42,"Time series from 1982-2011 are updates from the analysis presented in Bhatt et al. 2010. The data text files are tab delimited and column names identify the variable and see TreshnikovJan11.png for boundary lines. The file naming convention is as follows: Beauf_data_82-11.txt, presents all the variables for the Beaufort domain which includes, sea ice (50-km and 100-km), May-Jun open water (50-km and 100-km). The landsurface variables are given for 50-km and full tundra area averages and include MaxNDVI, Summer Warmth Index, and TI-NDVI.",Time series from 1982-2011 are updates from the analysis presented in Bhatt et al, 
128,isCited,10.1017/jog.2020.29,y,doi,https://arcticdata.io/catalog/view/doi:10.5065/D6NP22KX,doi:10.5065/D6NP22KX,,,
129,,10.1017/jog.2020.30,y,,http://arcticdata.io/catalog/view/doi:10.18739/A2QF8JJ9B,doi:10.18739/A2QF8JJ9B,"This dataset provides the hourly output of the firn model developed for Vandecrux et al. (2020, https://doi.org/10.1017/jog.2020.30). In that study, we filtered and gap-filled weather data from nine GC-Net stations: CP1, Dye-2, NASA-SE, NASA-E, Saddle, South Dome, NASA-U, Summit and Tunu-N. We used these data to calculate the surface energy and mass balance which is used to force the firn model. The firn model is decribed in Vandecrux et al. (2018, https://doi.org/10.1029/2017JF004597, 2020, https://doi.org/10.1017/jog.2020.30) and its code is available at https://github.com/BaptisteVandecrux/SEB_Firn_model. The firn model has 200 layers. each composed of snow, ice and water compartments. Layers are managed in a Lagrangian framework with a splitting/merging strategy that keeps the resolution higher close to the surface. During snowfall, fresh snow is added as a new 4 cm w.e. thick layer with a density of 315 kg m-3 to the top of the model. During melt, mass is taken from snow and ice compartments of the top layer and transferred to the water compartment. Downward flow follows Darcy's law as described by Langen et al. (2017, doi: 10.3389/feart.2016.00110) and Vandecrux et al. (2018, https://doi.org/10.1029/2017JF004597, 2020, https://doi.org/10.1017/jog.2020.30) . When the underlying layer is below freezing point, the water is refrozen, moved to the ice compartment of that layer until either the layer reaches melting point or the layer's bulk density reaches ice density. In the rare cases when it occurred, ponding of water over a layer of reduced permeability was allowed. No lateral runoff was allowed. The firn density is updated every time step for compaction as calculated from the overburden pressure (Vionnet et al., 2012, https://doi.org/10.5194/gmd-5-773-2012).","c(""This dataset provides the hourly output of the firn model developed for Vandecrux et al"", "" The firn model is decribed in Vandecrux et al"", "" Downward flow follows Darcy's law as described by Langen et al"", ""00110) and Vandecrux et al"", "" The firn density is updated every time step for compaction as calculated from the overburden pressure (Vionnet et al"")", 
130,,,n,,http://arcticdata.io/catalog/view/doi:10.18739/A2G08J,doi:10.18739/A2G08J,"Monthly grids of on-sea ice snow depths are derived through the combination of gridded sea ice surface snow accumulation rates and sea ice surface freeze/melt dates in a model. Localized values of sea ice surface snow accumulation rates are created using on-sea ice and coastal based in-situ measurements of snow depth. These values are interpolated to a grid using estimates of net precipitation, derived from TIROS Operational Vertical Sounder (TOVS) satellite water vapor and winds retrievals [Groves and Francis, 2002] as a background field. A model is then used to accumulate snow at each grid point based upon whether ice is present and its surface is not melting. Ice surface melt/freeze date data is derived from Scanning Multi-channel Microwave Radiometer (SMMR) - Special Sensor Microwave Imager (SSM/I) passive microwave satellites and is available with approx. one to two day resolution [Markus et al, 2009]. Monthly gridded model output is representative of mid-month snow depths. Net precipitation, ice surface freeze/melt products and model output are all at 25 km grid spacing, using the northern hemispheric Equal-Area Scalable Earth projection [see: http://nsidc.org/data/ease/]. Model output includes the Arctic Ocean and its peripheral seas including the Bering Sea, Okhotsk Sea, Canadian Archipelago and Hudson Bay. Primary on-ice snow depths are from measurements taken at the Soviet North Pole drifting stations, described by Warren et al. [1999]. Coastal snow depth measurements are from a variety of international sources including the Alaska Climate Research Center, National Snow and Ice Data Center, National Climatic Data Center, Environment Canada and the Norwegian Meteorological Service. Data compilation, interpolation and snow-deposition modeling procedures are described in detail in Harbeck and Eicken (in prep.). References: - Groves, D. G., and J. A. Francis, Moisture budget of the Arctic atmosphere from TOVS satellite data, J. Geophys. Res., 107(D19), 4391, doi:10.1029/2001JD001191, 2002. - Harbeck, J. P. and Eicken, H. (in prep.), Effects of a changing Arctic sea ice cover upon on-ice snow depths, Univ. of Alaska Fairbanks press, Thesis - Markus, T., J. C. Stroeve, and J. Miller (2009), Recent changes in Arctic sea ice melt onset, freezeup, and melt season length, J. Geophys. Res., 114, C12, doi:10.1029/2009JC005436. - Warren, S. G., Rigor, I.G., Untersteiner, N., Radionov, V.F., Bryazgin, N. N., Aleksandrov, Y. I., and Colony, R. (1999), Snow Depth on Arctic Sea Ice, J. Climate, 14, 1814 - 1829.*****These data were compiled in conjunction with the Sunlight and the Arctic atmosphere-ice-ocean system (Synthesis of Arctic System Science, SASS) project.*****","c("" one to two day resolution [Markus et al, 2009]"", "" Primary on-ice snow depths are from measurements taken at the Soviet North Pole drifting stations, described by Warren et al"", "", 107(D19), 4391, doi:10.1029/2001JD001191, 2002. - Harbeck, J. P. and Eicken, H. (in prep.), Effects of a changing Arctic sea ice cover upon on-ice snow depths, Univ. of Alaska Fairbanks press, Thesis - Markus, T., J. C. Stroeve, and J. Miller (2009), Recent changes in Arctic sea ice melt onset, freezeup, and melt season length, J. Geophys. Res., 114, C12, doi:10.1029/2009JC005436. - Warren, S. G., Rigor, I.G., Untersteiner, N., Radionov, V.F., Bryazgin, N. N., Aleksandrov, Y. I., and Colony, R. (1999), Snow Depth on Arctic Sea Ice, J""
)", 
131,,,n,,http://arcticdata.io/catalog/view/doi:10.18739/A2SQ8QJ0F,doi:10.18739/A2SQ8QJ0F,"Yearly maps of onset of early melt (earliest observed melt conditions), melt (melt conditions observed throughout from this point until freeze), early freeze (earliest observed freeze conditions), and freeze (freeze conditions observed throughout from this point on) for the surface of sea ice derived from scanning multichannel microwave radiometer (SMMR) - special sensor microwave/imager (SSM/I) data. See [Markus et al. 2009] for further details. Original data prepared in a polar stereographic projection, with 25 km grid spacing; data has been reprojected into a northern hemispheric Equal-Area Scalable Earth (EASE) grid [see: http://nsidc.org/data/ease/ for further details] with 25 km grid spacing. Reference: Markus, T., J. C. Stroeve, and J. Miller (2009), Recent changes in Arctic sea ice melt onset, freezeup, and melt season length, J. Geophys. Res., 114, C12, doi:10.1029/2009JC005436.*****These data were compiled in conjunction with the Sunlight and the Arctic atmosphere-ice-ocean system (Synthesis of Arctic System Science, SASS) project.***** Data Citation: Eicken, H., R. Gradinger, T. Heinrichs, M. Johnson, A. Lovecraft, and M. Kaufman. (Jan. 5, 2010, Updated May 9, 2012). SMMR and SSM/I derived dates of Arctic sea ice surface melt/freeze (SIZONET). UCAR/NCAR  CISL  ACADIS. http://dx.doi.org/10.5065/D6KW5CXQ", See [Markus et al, 
132,,10.1002/ppp.452,y,,http://arcticdata.io/catalog/view/doi:10.5065/D68S4N4H,doi:10.5065/D68S4N4H,"This data report is a summary of snow-survey information collected during a trip to the Arctic Slope on April 9-14, 2003. The data were all collected as part of the Biocomplexity of Frost-Boil Ecosystems study (Walker et al. 2003, in press). Snow is an important factor affecting soil-surface temperatures during the winter. These data will be used to help model the influence of snow on frost heave. The data collected included 1. Snow depth and soil temperature information from 106 permanent plots (releves) that are part of a vegetation classification study. 2. Snow density and snow-water-equivalent (SWE) measurements from the midpoints of the four sides of each of twelve 10x10-m grids at Happy Valley, Sagwon, Franklin Bluffs, Deadhorse, West Dock, and Howe Island. 3. Snow depths at every meter within the grids. 4. Snow profile descriptions from each grid.", The data were all collected as part of the Biocomplexity of Frost-Boil Ecosystems study (Walker et al, 
133,,10.1002/gbc.20038,y,,http://arcticdata.io/catalog/view/doi:10.18739/A26335,doi:10.18739/A26335,"These data were collected from various drained thaw lake basins near Barrow, AK from 2009-2011, and include pH, oxidation-reduction potential (ORP), electrical conductivity (EC) and dissolved oxygen (DO). At some points thaw depth and water table depth were also measured. The 2009 data set is from the Biocomplexity experiment (Lipson et al. 2012. Biogeosciences 9:1-15); the north section was experimentally flooded, the south and central were not. The 2010 data was from four basins representing young, medium, old and ancient age classes (Lipson 2013. Global Biogeochemical Cycles 27:1-11, doi:10.1002/gbc.20038). The 2011 data includes replicate basins of each age class.", The 2009 data set is from the Biocomplexity experiment (Lipson et al,
133,,10.1029/2011GB004037,y,,http://arcticdata.io/catalog/view/doi:10.18739/A26336,doi:10.18739/A26336,"These data were collected from various drained thaw lake basins near Barrow, AK from 2009-2011, and include pH, oxidation-reduction potential (ORP), electrical conductivity (EC) and dissolved oxygen (DO). At some points thaw depth and water table depth were also measured. The 2009 data set is from the Biocomplexity experiment (Lipson et al. 2012. Biogeosciences 9:1-15); the north section was experimentally flooded, the south and central were not. The 2010 data was from four basins representing young, medium, old and ancient age classes (Lipson 2013. Global Biogeochemical Cycles 27:1-11, doi:10.1002/gbc.20038). The 2011 data includes replicate basins of each age class.", The 2009 data set is from the Biocomplexity experiment (Lipson et al, 
